id,video,transcription
11,https://www.instagram.com/reel/DJiHJRXzxEW/,"Sekarang kita mau nyoba mobil yang fitra Nek, cakap engine nyala Kus ini ya, apa nih? Oh ini ya, apa? Siflight ya Siflight, yes Coping standard engine on, push and hold Kutup, oh dia Standard ini SOP, nyala ini tuh Push and hold traction control Terserah blackview Jari, jauh, jauh, kutup Ketataan, gini rasanya nek, mobil balah Eh sebenernya rasanya masih mirip-mirip sama Berhasa standard lu Masa orang naku dia pencengah menjauknya Tendulah, mas tirnya, mas tirnya Seng, tombol apa aja Gini, banyung banget Dan, lu taklah Copingnya standard banget Enteng banget di kok nih Jadi pengen berjede Nah, semua ini yang dicopeng itu pengen Bahaya Ini kan head unit standard ya Tanya ada kamera mundurnya Macamnya"
12,https://www.instagram.com/reel/DJYt9haJ4uh/,"Padaryo sebelumnya kami sudah membahas exterior mobil ini, nah sekarang giliran interiornya. Uah senangnya baru masuk sudah berasa mervelasnya. Nah ini lihat dasboardnya keren. Selain itu, joknya nyaman. Perpaduan sintetik leather dan fabric material. Ditambah lagi, kolaborasi warna hitam dan bergundi memberikan kesan berkualitas tinggi dan mewah. Ada pulau fitru-fitru lain seperti head unit 9 inch, dengan Apple CarPlay dan Android Auto yang bikin tidak ser di jalan. Kamera 360, Headup Display, wireless charger, asyia ada auto climate dan ada USB serta power socket dan juga bisa tilt dan telescopik. Ditambah tombol untuk kurs kontrol serta pedal shift. Dan ini kami suka ada tombol-tombol fisik, ada stop-stop engine batan, dan fitru safety ada semua pada mobil ini. Tempat-tempat penyimpanan juga lengkap. Clothbox-nya 4,8 liter. Ah itu bisa untuk ngisih 10 mn kokbas. 2 buah kapal untuk penghinder di hidrasi, Frog and rear, door pocket. Dan amrnya bisa diatur maju mundur macam mobil premium. Pada bagian black-ang, jarak dengku dengan jok depan, lega, dan hetrumnya luas sekali. Dibekali dengan kisi-kisi ase, agar penduduk black-ang tidak overheat. Ada juga colokan USB-A dan USB-C. Kemudian bagasinya luas dan dalam. Jadi tidak kawatir kalau bawak koper yang besar. Susukkan front memang benar-benar Marvelous kali interiornya. Namun bagaimana dengan mesin dan kenyamanan berkendaranya? Tunggu video selanjutnya."
13,https://www.instagram.com/reel/DJGWk0tJwe8/,"Ada yang masih fresh baru keluar ditunggu banyak orang dari Suzuki. Ini adalah Suzuki France, dan satu katal untuk kubili ini. Marvelous! Saya kita lihat lebih di kampung. Bentuknya SUV Cup Style, compact, tapi kogaga dan dinamis. Ada DRL, lampu sen yang terintegrasi dengan position lamp, headlamp 3-sorok senar. Kita bapulah dengan grill yang tebal dan tegas, macam jadikoko. Kemudian bagian samping mobil di tambah dengan over fender dan felak 16 inch. Mobil ini memiliki panjang 355 mm, lebar 1765 mm, dan tinggi 455 mm. Ukuran yang cocok untuk menilami kota yang padat. Sekarang kita lihat belakangnya. Wah, ada lampu LED yang memanjang dari ujung ke ujung, serta memiliki sharp fin antenna. Keren sekali. Nah, gimana keren sekali kan mobilnya? Cocok untuk anda yang berjual muda, dinamis dan sporti. Kamu suka sekali dengan kupest tal, dan lihat ini depannya. Penudukan LED yang sangat gantang. Moliad dalamnya, ayo kita terus."
14,https://www.instagram.com/reel/DHp-TW1yo-x/,"Hah, ketika lagi mudik sebelum Anda lelah, sepekan yang delk berhenti dan isteri rahat, karena sedang menitir beberapa jam. Nah, ini kita sudah menyampaikan kilometre 57, di situ ada serambi maipertamina, beberapa res arah, ada serambi maipertamina. Apa itu dan ada saja dalamnya? Biar ini. Wah, sampai juga di serambi maipertamina, 1,50,7 km, ada apa isinya? Ada kursi pijetnya, gratis pulah. Ya, lo yang nabah banget ini lagi capek cape mudik. Resen yang ga mau terusin perjalan, lagi di rumah. Luar biasa lo disini, ada cukur ramput jadi buat Anda mau mudik. Ya lupa cukur ramput masih ga undang, bisa cukur di serambi maipertamina. Terus ada minikliniknya juga, jadi Anda bisa test, pencet dan gula darah langsung disini, serambi maipertamina. Untuk ibu-ibu menyusui, ada ruang menyusuit. Dengan saja, try-pad sekali. Ada mainan juga untuk anak Anda. Bisa main-pad juga, jadi buat yang bosan di jalan. Ha ha, terhibur dari dateng ke serambi maipertamina. Bisa zakat juga, zakat vitra bisa disini, zakat lain-lain juga bisa disini ya, ada bos nas disini, mau di an, ada musuh lain juga. Dan buat Anda, ya bawah anak, wah ini bisa dapat teher dari serambi maipertamina ini buat tenak lagi. Lalu ini buat tenak perumpuan. Komplit. Ini motor-motor, ada BBM, dibelakangnya buat orang yang mengkal bison bensin, ada pertamina, ada ligris servis juga disini. Terus, ha ha, sekarang sudah bisa melancikan perjalanan, ah bensin juga sudah kita isi full. Kekil lagi sampai kampung. Bulan ini jagarta."
15,https://www.instagram.com/reel/DHNXNrQyMqc/,ini ya? gue punya anak 5 jadi banyak kerja ada satu yang ga murusin atau luas tidak sakwa ya atau dia sakwa kalau ga murusin papan sampai papan-papan menenggal papan-papan entuin kelihatan
16,https://www.instagram.com/reel/DHNODLIpQ_y/,"lagi di likomol kemang, nungguin buka eh ada di all elektrik ID bus! nungguin bus mulai itu torsinya besar sekali, di 460 nunggu meter dan rencah 470 km ini tuh bagaimana luat sekali liat ini dengan roh ketiga di buka saja itu buat pemerbesar masuk ini roh ketiga kalau diapet di compot 20469 liter buat ke dalam ya ada power sliding door kan? kick sensor nah itu wow ada panoramic roof besar 6-seater hmm, cek leganya ihaha, ID di all roh ketiga saja ngega suka kali jalan keku dengan cok depan tu jauh, kek terumel juga luar biasa sangat lega encing yaman jerman craft man shift sensor detail jat luar biasa ada yang lucu juga kek gini audio nya saya minta ahun, harman kardon bentuknya itu ikonik sekali, ikonik pewa modern timelis dan nyaman itu ada sangat jalan jalan jalan kek gini ha"
17,https://www.instagram.com/reel/DHMcfp5zmrx/,belum itu kita ada perlu dulu sebentar kerja om kerja kerja
18,https://www.instagram.com/reel/DMz13fQzZsN/?igsh=MWxxcDA3N2VsenpnZw%3D%3D,"Jadi ini dia mobil yang akan kita pakai buat road party baic bj40 plus yang sudah dimodifikasi  dan kalau kalian lihat atasnya sudah kita buka pintu sudah diganti bumper juga sudah kita ganti dan yang paling keren adalah menurut gua adalah pemilihan velg sama bannya. Nah velg kita pakai black rhino, motifnya itu kaya army style di mana dia punya pelindung di bagian sampingnya, ini bisa dicopot dan bisa dipasang. Kalo misalnya kita lagi di jalanan berbatu, baret baret, ini bisa kita ganti, gak harus ganti sama velg-velgnya. Dan untuk bannya sendiri dia pakai delium terra raider ATX dan ini ban enggak cuma looksnya keren ya kalau kita lihat kembangnya bagus samping kanan kirinya itu juga ada grid tambahannya kalau misalkan kita lagi offroad kita kempesin jadi gak cuma looksnya keren, tapi fungsinya itu juga bisa diandalkan. gimana mobil mau dipake offroad, pake aja ban delium produk lokal, kualitas internasional"
19,https://www.instagram.com/reel/DDUjYZUzgmI/,"Hai, I'm back with another Get Unready With Me video for today. As always, I will start over with a makeup pack with a Pond's Brightening Missile Water. Inipas niya anti boros kapa sa hukor pagini. Mekapag hukang kat semwai, my skin feels so smooth. Lanjut akong mo chit si muka with a Pond's Bright Miracle facial wash ultimate clarity. Chikup to ang hansom zarkoin, amain air silikit dan usam kanwawaja. I love this product. Texturna fo me in alambud banglet and I feel so fresh afterwards as always. Thank you Pond's for making my skin look healthy at any moment of the day."
20,https://www.instagram.com/reel/DF0LwJfzPPv/,"I'm Lisa Deguse from Indonesia and I'm so excited to be here today with you to talk about your regarding upcoming movie Captain America Brave New World. So shall we get into the questions? Knock it out. So first of all the release of Captain America Brave New World is surely a long awaited moment for fans around the world, including me. And the teaser I watched it alone is so intense, action-packed and super fun and also gives MCU a fresh new look for me. It's over a very amazing, but first of all I want to ask you personally what was the most amazing thing about this movie and also is there anything new that's never been done before? I would say the most amazing thing is reconnecting with all friends. Tim Black Nelson and John Carlo Esposito are two people I've admired through my entire career and starting in a New York theater scene. I've known them for a very long time. So I was very happy to hear Tim was coming back and you know once we got John Carlo it was I mean you can't ask for a better opportunity to work with two of your old friends. Yeah. So that was great. It was exciting because you know I've never been able to chop it up with them on the boards and now I had the opportunity to request them and get them in my movie. That's amazing. So you've been obviously evolving with the character for about a decade now. So from Falcon to Captain America what was the most challenging and also what do you feel about the character development and what changed the most? The biggest challenge was not being able to have as much fun when I was Falcon Falcon was there with Captain America. So all of it was new and fresh to him. All of it he had never you know shot down aliens or done anything like that before. His world was very small and specific to where to DC and work in with soldiers and being a counselor in the Patriot. But then once the bandit was pulled off and he got to see the difference in what was behind the curtain it changed everything. He realized the intensity of the universe around him and what his job was to not only save his community but to save the world. So there was a certain gravitas and weight to that and he really changed the perspective of the character in the universe. Okay that's amazing. Well I really can't wait to watch the movie but let's play a game scale one to five. Let's give the movie a quick rate. So first the story one to five. Story is a four and a half. A four and a half. Okay wait it's five good of a. Yeah no five is really good. So four and a half. Action? Action is a six. The action sequences in this movie because I got a new suit from Wakanda. The stuff that I'm able to do the action sequences the fights that I'm able to have is unlike anything you've seen Steve Rogers do is unlike anything you've seen anybody in the MCU do because I have wings I have the ability to shoot fight kick and you know do all this stuff."
21,https://drive.google.com/file/d/1ymuQGbpxBhsDT62QSXfa6R1067HMAJlS/view?usp=share_link,"Bidinkan resolusi akan ada promoting produk warga., Sir, kita kedua khawatir<|hu|> Bona kongsi lagi tadi ya? Apa ini ya? Kita yang mana yang lu ha? Kita yang mana yang lu ha? Oke. Pemanya kamu rempat tadi gelasting gue ya? Oke, bener, bener. Bukulas sekel. Biasa ga? Ya, oke. 1,2,1, Airbrush! Airbrush! Bener-bener, bener-bener, bener-bener. Tunggu2-2! Tunggu2-3! Gesteing juga! Ya, oke. Nggak, gue 5-5. Mata! Mata! Mata! Tunggu2-2! Ini billboard bakalan ada di kota-kota kalian. Kalian, kalian bakal menerima keseruan, keseruan, termenya. Ya, menandar. Rikip banyak banget, gengsenya. Jadi, senging terus di warbaya. Jangan dapet tinggal."
22,https://www.instagram.com/reel/DGdDelfzAwD/,"Terini ini bedanya dari sebelum. Pakai, benar-benar kandit dan setelah. Terisai lihat yang pertama yang sebelumnya yang saya didengar, untuk diversim, untuk tutup selamat tinggal dan adiknya masuk ke facility untuk menarik saya. Jadi dari wanita-jäknur ini lived. Tapi di sini. Itua mère wanda mooong iya. Tapi hargaen itu prafum06.weda... Nanaus pahun balinga. Cuma, ia merupakan sebesar. Jadi ianya kulit daripada copur semua. Bukan origami. Doyaw ini antara syrup di sini, dan ini tanpaurity di bawah tunjuk. Jadi maksudnya buat printan, Wadud struggles ini hantan. Kenapa mereka dic Solidar J компruct, Prip saya questi upgrade ini simulate minor. Tapi situ Sunul ini dari oweik ini. learning strong frame, Itu sama sama masa. Kau buat? Ya. Ok. Oke guys, itu rap untuk sendefik lab visitnya di Korea. Dan ini eksusif packaging, dan dan ini lucu banget. So stay tuned for there. Eksusif launch! See you!"
23,https://drive.google.com/file/d/17YcFgqkUgJNK0QRSYzS3TCNl4forkLY9/view?usp=share_link,"Sepek efekinilah yang biasanya dicapai setelah melakukan treatment hyfu. Cerat kelainis, kombinasi agar penderhendan exosom terbukti dapat memberikan efek memperhalus dan mencangkan garis-garis ekspresis, perti garis kerutan mata, garis senyum, secara gradual. Epek ini lah yang biasanya dicapai setelah melakukan treatment hyfu. Kalau kamu belum pernah coba hyfu, serum exosom dan agar penderhendan bisa jadi alternatif yang lebih praktis, dengan hasil yang tetap oke untuk ekstak kelifting, tanpa alat atau prasunjur di kelini."
24,https://www.instagram.com/reel/DL4sfh7PK_y/,"sekarang aku ada di tahap gimana caranya biar muka ini gak pusah lagi, tapi gak mau cerawatan tumbuh jadi sama satu atau dua di duk-duk ke depan aku bakal pakai basic skin care aja karena aku gak mau gitu cerawatan muncul kembali day one progress hari ketiga hari ke lima hari ketuju hari ke sepuluh gausa nunggu dua minggu jay sekian malem, mungkin karakut tuh cuma satu aku pakai moisturizernya skin TV yang 5 timelight seramite, ini tuh versi upgradenya yang DOG 5 timelight ga cuma dapet kulit cerah, tapi sekian beri rako tuh berbeda-beda diperbaiki kalau misalnya sendiri ini kameraannya bener-bener buder kenapa karena dia tuh punya sLP teknologi, jadi seramite tuh lebih masuk ke dalam kulit aku nah kalau di aku lebih cocok tuh yang kersi light, kalau misalnya kamu punya kondisi kulit yang sama, boleh dicaba juga"
25,https://www.instagram.com/reel/DM7oir8PMUG/,"Sanskrit 100 total di mana jadi nya kalau aku keluar cuma pakai Sanskrit 100 total aja dikit banget ga sih? 1, 2, 3 100 kenapa kan Sanskrit 100 total? kalau Sanskritnya sebanyak ini apa ga wakas ya? mari kita buktikan banyak banget ga ada ada white dress lah cuma tanya pilih 100 total tapi dia berberga ada white cast ga piling dan ini bener instan ton up muka kau langsung glowing sedikit"
26,https://www.instagram.com/reel/DKQ8RCqypek/?igsh=eXdiamQ2aXd0Zm5t,"Smartwatch bagus under 2 juta, Ini selalu bikin happy sih. Huawei Watch Fit 4, penerus dari Watch Fit 3, yang tahun lalu laris manis, alasan dia jadi favorit, ada banyak. Tetep kita bisa temuin kok semuanya di fit 4. sekarang juga ada beberapa yang dapetin upgrade biar jadi lebih-lebih lagi. Mulai dari desain yang udah teruji ya, frame kotak mirip Apple Watch. Material kokoh dari aluminium dimensinya sekarang lebih tipis 0,4 mm dari Fit 3, baterai tetep bikin tenang dan bisa tahan up to 10 hari. cara ngecasnya pun lebih fleksibel bukan harus pakai pogo pin lagi tapi sistemnya wireless, bisa pake charger bawaan, bisa pake wireless charger, atau HP yang support reverse wireless charging, jamnya bisa konek ke berbagai HP ya enggak main eksklusif eksklusif sama OS tertentu. Fitur tracking kesehatan juga melimpah, tracking denyut jantung, tracking kualitas tidur, juga banyak datanya. Mode olahraga pun ramai ada 100 pilihan lebih sekarang di Fit 4 juga bisa tracking water sport, naik turun tangga dan Hiking, ada tambahan sensor Barometer buat ikut tekanan udara dan five star dual band GPS yang trackingannya lebih akurat lagi. ada Watch face baru pet emoji buat visualisasikan mood kita dia menyesuaikan sama hasil trackingan fitur emotional wellbeing, layar udah lebih terang lagi dari yang kemarin 1500 nits di Fit 3 sekarang jadi 2000 nits. upgradenya lumayan berasa ya padahal harga launchingnya di bawah Fit 3 waktu iyu kalau misalnya Anda punya budget 2 juta dan cari smart watch, Huawei Watch Fit 4 jelas rekomen harganya 1,899 juta udah gratis TWS Huawei Freebuds SE 2 juga,kalau budgetnya lebih? 3 juta? bisa cek varian pro yang bodynya lebih premium sama fitur yang lebih sultan lagi, kemarin kita udah bahas di youtube silakan dipilih aja"
27,https://www.instagram.com/reel/DI24B5NS1Ng/?igsh=MTh6d2pjcXRsZmZ2aw%3D%3D,"Lagi cari TV bagus? Wajib tau soal ini TV mini LED dulu ya! nilai plusnya banyak, minusnya minim. Kita pakai contoh Hisense Mini LED AI TV U6Q. seri TV mini LED terbaru dari Hisense yang kontrasnya jauh lebih tinggi, lebih presisi dari TV LED biasa. gambar gelap berasa lebih pekat, gambar terang berasa lebih bersinar soalnya titik backlight dari TV mini LED ini jauh lebih banyak daripada TV LED biasa, bisa dibilang mini LED di jaman sekarang udah mepet ke OLED sih yang kelasnya lebih mahal tapi TV mini LED bisa lebih terang dan bebas resiko burn in, mantap, warnanya juga lebih hidup ya di Hisense U6Q udah pake lapisan Quantum Dot juga biar warnanya lebih cerah dan color gamutnya jadi luas di 100% sRGB dan 93% P3. Buat nonton film nikmat banyak fitur pendukung kayak Dolby Vision atau filmmaker mode biar warna filmnya itu semirip mungkin kayak di bioskop. TVnya juga punya AI light sensor yang bisa sesuain kecerahan gambar sama suasana sekitar, nih contohnya langsung kelihatan kan pas lampunya dimatiin TV-nya ikut ngeredup biar mata lebih nyaman dan sebaliknya pas lampu hidupin TV-nya juga jadi lebih cerah. ada juga bikin built in subwoofer yang desainnya gede gini di belakang, bikin sistem audio TV-nya jadi 2.1. Support Dolby Atmos juga, dan kalo Anda doyan ngegame TV refresh rate Hisense U6Q ini juga tinggi up to 4K 144Hz. kalo PC enggak kuat ya bisa langsung gas atau kalau mau colok ke console, macam PS 5, bisa support refresh rate sampai 120Hz juga ada fitur game bar buat ngasih info refresh rate mode gambar AMD Freesync, ini TV lho, mantap. jadi kalo anda butuh TV yang panel yang bagus di harga yang masuk akal fiturnya juga asik buat nonton sampai main game Hisense Mini LED AI TV U6Q salah satu yang rekomen ada ukuran 55 inci 65 inci 75 atau 85 inci kayak yang kita bahas. Cakep."
